Year;Month;Day;Artist;Song;Seconds
2019;8;18;Marina and The Diamonds ; Hollywood;460.636
2019;8;18;Marina and The Diamonds ; Hermit the Frog;431.89
2019;8;18;Marina and The Diamonds ; Girls;417.586
2019;8;18;Marina and The Diamonds ; Obsessions;416.38
2019;8;18;Marina and The Diamonds ; I Am Not a Robot;406.896
2019;8;18;Marina and The Diamonds ; Are You Satisfied?;402.308
2019;8;18;Marina and The Diamonds ; The Outsider;394.18
2019;8;18;Marina and The Diamonds ; Mowgli's Road;385.078
2019;8;18;Marina and The Diamonds ; Shampain;383.592
2019;8;18;Marina and The Diamonds ; Oh No!;365.248
2019;8;18;Marina and The Diamonds ; Rootless;294.772
2019;8;18;Marina and The Diamonds ; Numb;256.743
2019;8;18;Marina and The Diamonds ; The Family Jewels;245.458
2019;8;18;Marina and The Diamonds ; Guilty;221.053
2019;8;18;Marina and The Diamonds ; Bubblegum Bitch;65.374
2019;8;18;Marina and The Diamonds ; Teen Idle;0
2019;8;19;Marina and The Diamonds ; Oh No!;365.248
2019;8;19;Billie Eilish & Khalid ; lovely;341.947
2019;8;19;Marina and The Diamonds ; Rootless;308.354
2019;8;19;Marina and The Diamonds ; Numb;256.743
2019;8;19;Marina and The Diamonds ; The Family Jewels;245.458
2019;8;19;Marina and The Diamonds ; Guilty;221.053
2019;8;19;Marina and The Diamonds ; I Am Not a Robot;215.202
2019;8;19;Marina and The Diamonds ; Girls;208.793
2019;8;19;Marina and The Diamonds ; Are You Satisfied?;201.154
2019;8;19;Marina and The Diamonds ; Mowgli's Road;192.539
2019;8;19;Marina and The Diamonds ; Shampain;191.796
2019;8;19;Marina and The Diamonds ; Obsessions;146.806
2019;8;19;Marina and The Diamonds ; The Outsider;0
2019;8;19;Marina and The Diamonds ; Hollywood;0
2019;8;19;Marina and The Diamonds ; Hermit the Frog;0
2019;8;20;Marina and The Diamonds ; Are You Satisfied?;201.154
2019;8;20;Marina and The Diamonds ; Mowgli's Road;192.539
2019;8;20;Marina and The Diamonds ; Shampain;191.796
2019;8;20;Marina and The Diamonds ; Oh No!;182.624
2019;8;20;Marina and The Diamonds ; I Am Not a Robot;175.079
2019;8;20;Marina and The Diamonds ; Obsessions;88.834
2019;8;20;Marina and The Diamonds ; Rootless;0
2019;8;20;Marina and The Diamonds ; Girls;0
2019;8;20;Marina and The Diamonds ; Hermit the Frog;0
2019;8;20;Marina and The Diamonds ; Hollywood;0
2019;8;20;Marina and The Diamonds ; The Outsider;0
2019;8;22;Marina and The Diamonds ; Oh No!;730.496
2019;8;22;Marina and The Diamonds ; Rootless;546.022
2019;8;22;Marina and The Diamonds ; Numb;513.486
2019;8;22;Marina and The Diamonds ; Hermit the Frog;431.89
2019;8;22;Marina and The Diamonds ; I Am Not a Robot;430.404
2019;8;22;Marina and The Diamonds ; Girls;417.586
2019;8;22;Marina and The Diamonds ; Are You Satisfied?;402.308
2019;8;22;Marina and The Diamonds ; Mowgli's Road;385.078
2019;8;22;Marina and The Diamonds ; Shampain;383.592
2019;8;22;Marina and The Diamonds ; Obsessions;256.808
2019;8;22;Marina and The Diamonds ; Hollywood;230.318
2019;8;22;Marina and The Diamonds ; The Outsider;197.09
2019;8;22;Marina and The Diamonds ; Guilty;160.289
2019;8;23;Marina and The Diamonds ; Froot;331.395
2019;8;23;Marina and The Diamonds ; Mowgli's Road;190.805
2019;8;23;Marina and The Diamonds ; Oh No!;182.624
2019;8;23;Marina and The Diamonds ; I'm a Ruin;180.866
2019;8;23;Marina and The Diamonds ; Rootless;36.501
2019;8;23;Marina and The Diamonds ; Hermit the Frog;0
2019;8;23;Marina and The Diamonds ; Hollywood;0
2019;8;23;Marina and The Diamonds ; The Outsider;0
2019;8;23;Marina and The Diamonds ; Obsessions;0
2019;8;23;Marina and The Diamonds ; Guilty;0
2019;8;24;Billie Eilish & Khalid ; lovely;1401.736
2019;8;24;Marina and The Diamonds ; Froot;331.395
2019;8;24;My Chemical Romance ; Disenchanted;295.055
2019;8;24;My Chemical Romance ; Sleep;283.515
2019;8;24;My Chemical Romance ; Mama;279.08
2019;8;24;Marina and The Diamonds ; Solitaire;277.176
2019;8;24;Marina and The Diamonds ; Better Than That;276.271
2019;8;24;Marina and The Diamonds ; I'm a Ruin;272.114
2019;8;24;Marina and The Diamonds ; Gold;254.235
2019;8;24;Marina and The Diamonds ; Blue;254.212
2019;8;24;Marina and The Diamonds ; Forget;249.591
2019;8;24;Marina and The Diamonds ; Weeds;247.617
2019;8;24;My Chemical Romance ; This Is How I Disappear;239.119
2019;8;24;Marina and The Diamonds ; I Am Not a Robot;215.202
2019;8;24;Marina and The Diamonds ; Girls;208.793
2019;8;24;Marina and The Diamonds ; Obsessions;208.19
2019;8;24;Stray Kids ; MIROH;207.679
2019;8;24;Marina and The Diamonds ; Can't Pin Me Down;205.728
2019;8;24;Marina and The Diamonds ; Are You Satisfied?;201.154
2019;8;24;My Chemical Romance ; The Sharpest Lives;200.945
2019;8;24;Marina and The Diamonds ; Mowgli's Road;192.539
2019;8;24;Marina and The Diamonds ; Rootless;192.286
2019;8;24;Marina and The Diamonds ; Shampain;191.796
2019;8;24;Marina and The Diamonds ; Oh No!;182.624
2019;8;24;My Chemical Romance ; Teenagers;161.982
2019;8;24;My Chemical Romance ; Famous Last Words;115.553
2019;8;24;Marina and The Diamonds ; Savages;112.143
2019;8;24;My Chemical Romance ; Cancer;0
2019;8;24;My Chemical Romance ; House of Wolves;0
2019;8;24;Marina and The Diamonds ; The Outsider;0
2019;8;24;My Chemical Romance ; Welcome to the Black Parade;0
2019;8;24;Marina and The Diamonds ; Hermit the Frog;0
2019;8;24;My Chemical Romance ; I Don't Love You;0
2019;8;24;Marina and The Diamonds ; Hollywood;0
2019;8;25;Marina and The Diamonds ; Blue;246.981
2019;8;25;Stray Kids ; MIROH;0
2019;8;26;Billie Eilish & Khalid ; lovely;3003.72
2019;8;26;Stray Kids ; MIROH;2076.79
2019;8;26;Marina and The Diamonds ; Blue;0
2019;8;28;The Neighbourhood ; Sweater Weather;10837.865
2019;8;28;Lady Gaga & Bradley Cooper ; Shallow;674.299
2019;8;28;Lady Gaga ; Paparazzi;415.892
2019;8;28;Lana Del Rey ; Summertime Sadness;264.893
2019;8;28;Sleeping At Last ; Atlas: Six;252.888
2019;8;28;Lady Gaga ; Just Dance (feat. Colby O'Donis);242.137
2019;8;28;David Guetta ; Titanium (feat. Sia);241.066
2019;8;28;Lady Gaga ; So Happy I Could Die;234.893
2019;8;28;Lady Gaga ; Telephone (feat. Beyoncé);220.682
2019;8;28;Lady Gaga ; Teeth;217.123
2019;8;28;Sia ; Chandelier;216.224
2019;8;28;Lady Gaga ; Applause;212.462
2019;8;28;Lil Nas X, Billy Ray Cyrus & Diplo ; Old Town Road (Diplo Remix);204.149
2019;8;28;Sleeping At Last ; Atlas: One;203.081
2019;8;28;Sia ; The Greatest;199.351
2019;8;28;Marina and The Diamonds ; Are You Satisfied?;198.44
2019;8;28;Harry Styles ; Kiwi;176.518
2019;8;28;Melanie Martinez ; Gingerbread Man;161.39
2019;8;28;will.i.am ; Boys & Girls (feat. Pia Mia);96.407
2019;8;28;Marina and The Diamonds ; Oh No!;63.808
2019;8;28;Sleeping At Last ; Atlas: Two;55.424
2019;8;28;Lady Gaga ; Bad Romance (Starsmith Remix);36.176
2019;8;28;Lady Gaga ; Brown Eyes;30.821
2019;8;28;Lady Gaga ; Starstruck (feat. Space Cowboy & Flo Rida);0
2019;8;28;Marina and The Diamonds ; Girls;0
2019;8;28;Marina and The Diamonds ; The Outsider;0
2019;8;28;Lady Gaga ; LoveGame;0
2019;8;28;Sleeping At Last ; Atlas: Seven;0
2019;8;28;Lady Gaga ; I'll Never Love Again (Extended Version);0
2019;8;28;ZAYN ; Dusk Till Dawn (feat. Sia);0
2019;8;28;Lady Gaga ; Eh, Eh (Nothing Else I Can Say);0
2019;8;28;Marina and The Diamonds ; Hollywood;0
2019;8;28;Lady Gaga ; Just Dance (feat. Colby O'Donis);0
2019;8;28;Lady Gaga ; Is That Alright?;0
2019;8;28;Lady Gaga ; The Fame;0
2019;8;28;Lady Gaga ; Always Remember Us This Way;0
2019;8;28;Sleeping At Last ; Heart;0
2019;8;28;Marina and The Diamonds ; Happy;0
2019;8;28;Billie Eilish & Khalid ; lovely;0
2019;8;28;Lady Gaga & Bradley Cooper ; Music To My Eyes;0
2019;8;28;Lady Gaga ; Boys Boys Boys;0
2019;8;28;Lady Gaga ; Look What I Found;0
2019;8;28;Lady Gaga & Bradley Cooper ; Diggin' My Grave;0
2019;8;28;Marina and The Diamonds ; Mowgli's Road;0
2019;8;28;Marina and The Diamonds ; I Am Not a Robot;0
2019;8;28;Lady Gaga ; Poker Face;0
2019;8;28;Lady Gaga ; Beautiful, Dirty, Rich;0
2019;8;28;Marina and The Diamonds ; Shampain;0
2019;8;28;David Guetta & Sia ; Flames;0
2019;8;28;Lady Gaga ; Money Honey;0
2019;8;28;Rae Sremmurd ; Black Beatles (feat. Gucci Mane);0
2019;8;28;Marina and The Diamonds ; Obsessions;0
2019;8;28;Deorro & Chris Brown ; Five More Hours;0
2019;8;28;Sleeping At Last ; One;0
2019;8;28;Marina and The Diamonds ; Hermit the Frog;0
2019;8;28;Lady Gaga & Bradley Cooper ; I'll Never Love Again (Film Version);0
2019;8;28;Lady Gaga ; Million Reasons;0
2019;8;28;Lady Gaga ; Paper Gangsta;0
2019;8;29;The Neighbourhood ; Sweater Weather;9874.29
2019;8;29;Sleeping At Last ; Six;254.908
2019;8;29;Sleeping At Last ; Nine;193.537
2019;8;29;Sleeping At Last ; Eight;0
2019;8;29;Sleeping At Last ; Seven;0
2019;8;30;The Neighbourhood ; Sweater Weather;2411.799
2019;8;30;Lady Gaga ; Just Dance (feat. Colby O'Donis);1210.478
2019;8;30;Marina and The Diamonds ; Hollywood;1122.402
2019;8;30;Marina and The Diamonds ; Hermit the Frog;1079.725
2019;8;30;Marina and The Diamonds ; I Am Not a Robot;1076.01
2019;8;30;Marina and The Diamonds ; Girls;1043.965
2019;8;30;Marina and The Diamonds ; Rootless;1043.5
2019;8;30;Marina and The Diamonds ; Obsessions;1040.95
2019;8;30;Lady Gaga ; Paparazzi;1040.28
2019;8;30;Marina and The Diamonds ; Numb;1026.972
2019;8;30;Marina and The Diamonds ; Are You Satisfied?;1005.77
2019;8;30;Marina and The Diamonds ; The Outsider;985.45
2019;8;30;Marina and The Diamonds ; The Family Jewels;979.535
2019;8;30;Marina and The Diamonds ; Mowgli's Road;962.695
2019;8;30;Marina and The Diamonds ; Shampain;958.98
2019;8;30;Lady Gaga ; Poker Face;948.65
2019;8;30;Marina and The Diamonds ; Oh No!;913.12
2019;8;30;Marina and The Diamonds ; Guilty;884.212
2019;8;30;Lady Gaga ; Eh, Eh (Nothing Else I Can Say);701.333
2019;8;30;Lady Gaga ; The Fame;666.18
2019;8;30;Lady Gaga ; Starstruck (feat. Space Cowboy & Flo Rida);651.273
2019;8;30;Lady Gaga ; LoveGame;648.879
2019;8;30;Lady Gaga ; Boys Boys Boys;564.724
2019;8;30;Lady Gaga ; Paper Gangsta;526.628
2019;8;30;Lady Gaga ; Beautiful, Dirty, Rich;517.107
2019;8;30;Lady Gaga ; Money Honey;510.745
2019;8;30;Lady Gaga ; Brown Eyes;485.9
2019;8;30;BTS ; Boy With Luv (feat. Halsey);425.316
2019;8;30;Lady Gaga ; I Like It Rough;404.862
2019;8;30;Lady Gaga ; Summerboy;395.186
2019;8;30;Marina and The Diamonds ; Froot;331.395
2019;8;30;BTS ; Intro : Persona;318.249
2019;8;30;Marina and The Diamonds ; I'm a Ruin;272.114
2019;8;30;Marina and The Diamonds ; Blue;254.212
2019;8;30;Marina and The Diamonds ; Forget;249.591
2019;8;30;BTS ; Dionysus;249.266
2019;8;30;BTS ; HOME;234.242
2019;8;30;BTS ; Jamais vu;227.323
2019;8;30;BTS ; Make It Right;226.371
2019;8;30;BTS ; Mikrokosmos;224.281
2019;8;30;Lady Gaga ; Disco Heaven;221.309
2019;8;30;Billie Eilish & Khalid ; lovely;200.248
2019;8;30;Marina and The Diamonds ; Gold;50.549
2019;8;30;Marina and The Diamonds ; Solitaire;0
2019;8;30;Marina and The Diamonds ; Savages;0
2019;8;30;Marina and The Diamonds ; Can't Pin Me Down;0
2019;8;30;Marina and The Diamonds ; Happy;0
2019;8;30;Marina and The Diamonds ; Better Than That;0
2019;8;30;Marina and The Diamonds ; Weeds;0
2019;8;31;The Neighbourhood ; Sweater Weather;1280.237
2019;8;31;Lana Del Rey ; Venice Bitch;389.427
2019;8;31;BTS ; So What;281.588
2019;8;31;Lana Del Rey ; Norman fucking Rockwell;248.987
2019;8;31;Lana Del Rey ; Mariners Apartment Complex;247.199
2019;8;31;BTS ; FAKE LOVE;237.316
2019;8;31;BTS ; The Truth Untold (feat. Steve Aoki);110.723
2019;8;31;Lady Gaga ; Summerboy;0
2019;9;1;Lana Del Rey ; Venice Bitch;5985.949
2019;9;1;Lana Del Rey ; Fuck it I love you;1759.474
2019;9;1;Lana Del Rey ; Cinnamon Girl;1503.72
2019;9;1;Lana Del Rey ; The Next Best American Record;1350.766
2019;9;1;Lana Del Rey ; California;1223.876
2019;9;1;Lana Del Rey ; Doin' Time;1202.478
2019;9;1;Lana Del Rey ; Love song;1146.945
2019;9;1;Lana Del Rey ; How to disappear;1140.68
2019;9;1;Lana Del Rey ; Norman fucking Rockwell;1048.126
2019;9;1;Lana Del Rey ; Mariners Apartment Complex;988.796
2019;9;1;Lana Del Rey ; hope is a dangerous thing for a woman like me to have - but I have it;973.773
2019;9;1;Lana Del Rey ; The greatest;901.257
2019;9;1;Lana Del Rey ; Happiness is a butterfly;817.665
2019;9;1;Lana Del Rey ; Bartender;790.5
2019;9;1;Marina and The Diamonds ; Fear and Loathing;735.142
2019;9;1;Marina and The Diamonds ; Primadonna;663.369
2019;9;1;Marina and The Diamonds ; Lies;560.363
2019;9;1;Marina and The Diamonds ; Teen Idle;508.934
2019;9;1;Marina and The Diamonds ; Valley of the Dolls;504.427
2019;9;1;Marina and The Diamonds ; Hypocrates;482.232
2019;9;1;Marina and The Diamonds ; Living Dead;462.994
2019;9;1;Marina and The Diamonds ; Power & Control;453.066
2019;9;1;Marina and The Diamonds ; Bubblegum Bitch;445.563
2019;9;1;Marina and The Diamonds ; The State of Dreaming;433.562
2019;9;1;Marina and The Diamonds ; I Am Not a Robot;430.404
2019;9;1;Marina and The Diamonds ; Girls;417.586
2019;9;1;Marina and The Diamonds ; Obsessions;416.38
2019;9;1;Marina and The Diamonds ; Starring Role;414.104
2019;9;1;Marina and The Diamonds ; Homewrecker;405.512
2019;9;1;Marina and The Diamonds ; Are You Satisfied?;402.308
2019;9;1;Marina and The Diamonds ; Hollywood;387.773
2019;9;1;Marina and The Diamonds ; Mowgli's Road;385.078
2019;9;1;Marina and The Diamonds ; Shampain;383.592
2019;9;1;Marina and The Diamonds ; Numb;256.743
2019;9;1;Marina and The Diamonds ; The Family Jewels;245.458
2019;9;1;Marina and The Diamonds ; Guilty;221.053
2019;9;1;Marina and The Diamonds ; Hermit the Frog;215.945
2019;9;1;Marina and The Diamonds ; Rootless;208.7
2019;9;1;Marina and The Diamonds ; The Outsider;197.09
2019;9;1;Marina and The Diamonds ; Oh No!;182.624
2019;9;1;BTS ; So What;0
2019;9;2;The Neighbourhood ; Sweater Weather;2585.898
2019;9;2;Lana Del Rey ; Venice Bitch;1731.744
2019;9;2;Lana Del Rey ; Cherry;796.828
2019;9;2;Marina and The Diamonds ; Fear and Loathing;735.236
2019;9;2;Marina and The Diamonds ; Primadonna;633.055
2019;9;2;Lana Del Rey ; Fuck it I love you;623.018
2019;9;2;Marina and The Diamonds ; Bubblegum Bitch;619.066
2019;9;2;Lana Del Rey ; Cinnamon Girl;601.488
2019;9;2;Lana Del Rey ; The greatest;600.838
2019;9;2;Marina and The Diamonds ; Teen Idle;509.074
2019;9;2;Marina and The Diamonds ; Valley of the Dolls;507.772
2019;9;2;Marina and The Diamonds ; Living Dead;489.012
2019;9;2;Marina and The Diamonds ; Hypocrates;482.324
2019;9;2;Lana Del Rey ; Love song;458.778
2019;9;2;Marina and The Diamonds ; Power & Control;453.16
2019;9;2;Marina and The Diamonds ; Lies;452.602
2019;9;2;Marina and The Diamonds ; The State of Dreaming;433.748
2019;9;2;Marina and The Diamonds ; Starring Role;414.242
2019;9;2;Marina and The Diamonds ; Homewrecker;405.606
2019;9;2;Lana Del Rey ; Doin' Time;404.49
2019;9;2;Lana Del Rey ; The Next Best American Record;349.413
2019;9;2;Lana Del Rey ; hope is a dangerous thing for a woman like me to have - but I have it;324.591
2019;9;2;Lana Del Rey ; Change;321.364
2019;9;2;Lana Del Rey ; Bartender;308.766
2019;9;2;Lana Del Rey ; California;305.969
2019;9;2;RM ; seoul (prod. HONNE);276.015
2019;9;2;Lana Del Rey ; Happiness is a butterfly;272.555
2019;9;2;Lana Del Rey ; Norman fucking Rockwell;248.987
2019;9;2;Lana Del Rey ; Mariners Apartment Complex;247.199
2019;9;2;Lana Del Rey ; How to disappear;228.136
2019;9;2;Marina and The Diamonds ; How To Be a Heartbreaker;221.611
2019;9;2;RM ; tokyo;209.002
2019;9;2;Lana Del Rey ; White Mustang;206.333
2019;9;2;RM ; moonchild;205.891
2019;9;2;RM & eAeon ; badbye;112.663
2019;9;2;RM ; forever rain;108.991
2019;9;2;Lana Del Rey ; Get Free;30.733
2019;9;2;Lana Del Rey ; Groupie Love (feat. A$AP Rocky);0
2019;9;2;RM ; uhgood;0
2019;9;2;RM & Nell ; everythingoes;0
2019;9;2;Marina and The Diamonds ; Hollywood;0
2019;9;2;Lana Del Rey ; Summer Bummer (feat. A$AP Rocky & Playboi Carti);0
2019;9;3;Lana Del Rey ; Venice Bitch;1154.496
2019;9;3;Marina and The Diamonds ; Numb;498.896
2019;9;3;Marina and The Diamonds ; Rootless;417.4
2019;9;3;Marina and The Diamonds ; Fear and Loathing;367.571
2019;9;3;Marina and The Diamonds ; Oh No!;365.248
2019;9;3;Lana Del Rey ; The Next Best American Record;349.413
2019;9;3;Marina and The Diamonds ; Primadonna;347.374
2019;9;3;Marina and The Diamonds ; Bubblegum Bitch;309.428
2019;9;3;Lana Del Rey ; California;305.969
2019;9;3;Lana Del Rey ; Cinnamon Girl;300.744
2019;9;3;Marina and The Diamonds ; Teen Idle;254.467
2019;9;3;Marina and The Diamonds ; Valley of the Dolls;253.84
2019;9;3;Lana Del Rey ; Norman fucking Rockwell;248.987
2019;9;3;Lana Del Rey ; Mariners Apartment Complex;247.199
2019;9;3;Marina and The Diamonds ; Living Dead;244.436
2019;9;3;Marina and The Diamonds ; Hypocrates;241.116
2019;9;3;The Neighbourhood ; Sweater Weather;240.465
2019;9;3;Lana Del Rey ; Love song;229.389
2019;9;3;Lana Del Rey ; How to disappear;228.136
2019;9;3;Marina and The Diamonds ; Power & Control;226.533
2019;9;3;Marina and The Diamonds ; Lies;226.255
2019;9;3;Lana Del Rey ; Fuck it I love you;218.337
2019;9;3;Marina and The Diamonds ; The State of Dreaming;216.781
2019;9;3;Marina and The Diamonds ; I Am Not a Robot;215.202
2019;9;3;Marina and The Diamonds ; Starring Role;207.052
2019;9;3;Marina and The Diamonds ; Homewrecker;202.756
2019;9;3;Lana Del Rey ; Doin' Time;202.245
2019;9;3;Marina and The Diamonds ; Are You Satisfied?;201.154
2019;9;3;Marina and The Diamonds ; Girls;193.509
2019;9;3;Marina and The Diamonds ; Shampain;191.796
2019;9;3;Marina and The Diamonds ; Guilty;150.601
2019;9;3;Marina and The Diamonds ; How To Be a Heartbreaker;144.251
2019;9;3;BTS ; IDOL;81.582
2019;9;3;Lana Del Rey ; The greatest;34.571
2019;9;3;Marina and The Diamonds ; Hollywood;0
2019;9;3;Marina and The Diamonds ; Hermit the Frog;0
2019;9;3;Marina and The Diamonds ; The Outsider;0
2019;9;3;Marina and The Diamonds ; Obsessions;0
2019;9;3;Marina and The Diamonds ; Mowgli's Road;0
2019;9;4;Hilary Hahn ; Partita for Violin Solo No. 1 in B Minor, BWV 1002: I. Allemande;883.817
2019;9;4;Hilary Hahn ; Sonata for Violin Solo No. 1 in G Minor, BWV 1001: II. Fuga. Allegro;651.272
2019;9;4;Hilary Hahn ; Sonata for Violin Solo No. 1 in G Minor, BWV 1001: IV. Presto;607.014
2019;9;4;Hilary Hahn ; Sonata for Violin Solo No. 1 in G Minor, BWV 1001: I. Adagio;569.816
2019;9;4;Marina and The Diamonds ; How To Be a Heartbreaker;506.346
2019;9;4;Hilary Hahn ; Partita for Violin Solo No. 1 in B Minor, BWV 1002: II. Double;504.336
2019;9;4;Hilary Hahn ; Sonata for Violin Solo No. 2 in A Minor, BWV 1003: II. Fuga;487.27
2019;9;4;Hilary Hahn ; Partita for Violin Solo No. 1 in B Minor, BWV 1002: V. Sarabande;483.252
2019;9;4;Hilary Hahn ; Partita for Violin Solo No. 1 in B Minor, BWV 1002: III. Courante;443.686
2019;9;4;Hilary Hahn ; Sonata for Violin Solo No. 1 in G Minor, BWV 1001: III. Siciliana;422.602
2019;9;4;Hilary Hahn ; Partita for Violin Solo No. 1 in B Minor, BWV 1002: IV. Double. Presto;421.488
2019;9;4;Hilary Hahn ; Partita for Violin Solo No. 1 in B Minor, BWV 1002: VI. Double;394.209
2019;9;4;Hilary Hahn ; Sonata for Violin Solo No. 2 in A Minor, BWV 1003: III. Andante;392.672
2019;9;4;Hilary Hahn ; Sonata for Violin Solo No. 2 in A Minor, BWV 1003: IV. Allegro;349.738
2019;9;4;Hilary Hahn ; Sonata for Violin Solo No. 2 in A Minor, BWV 1003: I. Grave;284.165
2019;9;4;Hilary Hahn ; Partita for Violin Solo No. 1 in B Minor, BWV 1002: VII. Tempo di Bourreé;206.541
2019;9;4;Hilary Hahn & Hauschka ; Ashes;197.95
2019;9;4;Hilary Hahn ; Partita for Violin Solo No. 1 in B Minor, BWV 1002: VIII. Double;195.256
2019;9;4;Marina and The Diamonds ; Bubblegum Bitch;135.396
2019;9;4;Lana Del Rey ; Fuck it I love you;0
2019;9;4;Hilary Hahn, Los Angeles Chamber Orchestra & Jeffrey Kahane ; Violin Concerto No. 2 in E Major, BWV 1042: I. Allegro;0
2019;9;5;Lana Del Rey ; Venice Bitch;2240.158
2019;9;5;Billie Eilish & Khalid ; lovely;1826.897
2019;9;5;Lana Del Rey ; hope is a dangerous thing for a woman like me to have - but I have it;706.684
2019;9;5;Lana Del Rey ; The Next Best American Record;698.826
2019;9;5;Lana Del Rey ; California;611.938
2019;9;5;Lana Del Rey ; Cinnamon Girl;601.488
2019;9;5;Lana Del Rey ; The greatest;600.838
2019;9;5;Lana Del Rey ; Bartender;527
2019;9;5;Lana Del Rey ; Love song;458.778
2019;9;5;Lana Del Rey ; How to disappear;456.272
2019;9;5;The Neighbourhood ; Sweater Weather;450.203
2019;9;5;Lana Del Rey ; Fuck it I love you;436.674
2019;9;5;Lana Del Rey ; Happiness is a butterfly;420.218
2019;9;5;Lana Del Rey ; Doin' Time;404.49
2019;9;5;Marina and The Diamonds ; Fear and Loathing;334.331
2019;9;5;Marina and The Diamonds ; Teen Idle;254.537
2019;9;5;Lana Del Rey ; Norman fucking Rockwell;248.987
2019;9;5;Lana Del Rey ; Mariners Apartment Complex;247.199
2019;9;5;Marina and The Diamonds ; Living Dead;244.506
2019;9;5;Marina and The Diamonds ; Hypocrates;241.162
2019;9;5;Marina and The Diamonds ; Power & Control;226.58
2019;9;5;Marina and The Diamonds ; Lies;226.301
2019;9;5;Marina and The Diamonds ; Primadonna;221.193
2019;9;5;Marina and The Diamonds ; Starring Role;207.121
2019;9;5;Marina and The Diamonds ; The State of Dreaming;206.613
2019;9;5;Marina and The Diamonds ; Homewrecker;202.803
2019;9;5;Hilary Hahn ; Sonata for Violin Solo No. 1 in G Minor, BWV 1001: I. Adagio;197.226
2019;9;5;Marina and The Diamonds ; Bubblegum Bitch;154.784
2019;9;5;Marina and The Diamonds ; Valley of the Dolls;108.331
2019;9;5;Berliner Philharmoniker & Sir Simon Rattle ; Symphony No. 5 in C-Sharp Minor: V. Rondo-Finale (Allegro);78.501
2019;9;5;Merel Quartet ; String Quartet No. 1 in E-Flat Major, Op. 12: I. Adagio non troppo - Allegro non tardante;33.399
2019;9;6;The Neighbourhood ; Sweater Weather;2771.319
2019;9;6;Lana Del Rey ; Venice Bitch;1154.496
2019;9;6;Lana Del Rey ; California;611.938
2019;9;6;Lana Del Rey ; Cinnamon Girl;601.488
2019;9;6;Lana Del Rey ; Love song;458.778
2019;9;6;Lana Del Rey ; How to disappear;456.272
2019;9;6;Lana Del Rey ; Fuck it I love you;420.815
2019;9;6;Lana Del Rey ; Doin' Time;404.49
2019;9;6;Marina and The Diamonds ; Girls;391.07
2019;9;6;Lana Del Rey ; hope is a dangerous thing for a woman like me to have - but I have it;324.591
2019;9;6;RM ; seoul (prod. HONNE);276.085
2019;9;6;BTS ; Pied Piper;245.69
2019;9;6;Marina and The Diamonds ; Hollywood;230.388
2019;9;6;Marina and The Diamonds ; Hermit the Frog;215.992
2019;9;6;Marina and The Diamonds ; I Am Not a Robot;215.248
2019;9;6;RM ; tokyo;209.072
2019;9;6;Marina and The Diamonds ; Rootless;208.747
2019;9;6;Marina and The Diamonds ; Obsessions;208.236
2019;9;6;RM ; moonchild;205.764
2019;9;6;Marina and The Diamonds ; Are You Satisfied?;201.224
2019;9;6;Marina and The Diamonds ; The Outsider;197.183
2019;9;6;Marina and The Diamonds ; Mowgli's Road;192.539
2019;9;6;Marina and The Diamonds ; Shampain;191.843
2019;9;6;Lana Del Rey ; The Next Best American Record;185.865
2019;9;6;Marina and The Diamonds ; Oh No!;182.694
2019;9;6;Marina and The Diamonds ; How To Be a Heartbreaker;159.846
2019;9;6;Marina and The Diamonds ; Numb;156.516
2019;9;6;Lana Del Rey ; Norman fucking Rockwell;66.667
2019;9;6;BTS ; Skit: Billboard Music Awards Speech;0
2019;9;6;Lana Del Rey ; Mariners Apartment Complex;0
2019;9;8;Marina and The Diamonds ; Lies;226.255
2019;9;8;Marina and The Diamonds ; Primadonna;221.123
2019;9;8;Marina and The Diamonds ; Homewrecker;202.756
2019;9;8;Marina and The Diamonds ; Bubblegum Bitch;154.714
2019;9;8;Marina and The Diamonds ; Starring Role;151.372
2019;9;8;Marina and The Diamonds ; Numb;0
2019;9;9;BTS ; FAKE LOVE;1207.727
2019;9;9;RM ; moonchild;411.782
2019;9;9;My Chemical Romance ; Welcome to the Black Parade;311.17
2019;9;9;RM ; seoul (prod. HONNE);276.015
2019;9;9;RM ; forever rain;271.859
2019;9;9;BTS ; Pied Piper;245.69
2019;9;9;My Chemical Romance ; I Don't Love You;238.747
2019;9;9;BTS ; MIC Drop;238.259
2019;9;9;RM & eAeon ; badbye;225.326
2019;9;9;RM & Nell ; everythingoes;222.563
2019;9;9;Marina and The Diamonds ; Primadonna;221.123
2019;9;9;My Chemical Romance ; This Is How I Disappear;219.735
2019;9;9;Marina and The Diamonds ; The State of Dreaming;216.781
2019;9;9;RM ; tokyo;209.002
2019;9;9;Marina and The Diamonds ; Starring Role;207.052
2019;9;9;Marina and The Diamonds ; Power & Control;205.077
2019;9;9;My Chemical Romance ; The Sharpest Lives;200.945
2019;9;9;My Chemical Romance ; Dead!;195.581
2019;9;9;RM ; uhgood;194.443
2019;9;9;Marina and The Diamonds ; Homewrecker;185.311
2019;9;9;My Chemical Romance ; House of Wolves;184.064
2019;9;9;Marina and The Diamonds ; Bubblegum Bitch;154.714
2019;9;9;My Chemical Romance ; Cancer;143.034
2019;9;9;My Chemical Romance ; The End.;112.988
2019;9;9;BTS ; Skit: Billboard Music Awards Speech;107.113
2019;9;9;My Chemical Romance ; Mama;100.023
