Year;Month;Day;Artist;Song;Seconds
2022;1;15;The Weeknd ; Blinding Lights;200.046
2022;1;15;Mata, Wyguś, Szczepan & Adam ; Gombao 33;198.831
2022;1;15;girl in red ; Girls;198.4
2022;1;15;The Fratellis ; Henrietta;197.816
2022;1;15;David Bowie ; God Knows I'm Good (2019 Mix);197.221
2022;1;15;Mata & Trooh Hippi ; Szafir;196.6
2022;1;15;Cold War Kids ; First;195.074
2022;1;15;Wilki ; Na Zawsze i Na Wiecznosc;193.973
2022;1;15;Andy Black ; We Don't Have to Dance;193.552
2022;1;15;White 2115 ; California;192.76
2022;1;15;Popkultura ; Miłość Zdrada;188.427
2022;1;15;girl in red ; We Fell in Love in October;184.154
2022;1;15;Arctic Monkeys ; You're So Dark;182.751
2022;1;15;Tom Odell ; Grow Old With Me;182.72
2022;1;15;Dawid Podsiadło ; Pastempomat;182.279
2022;1;15;The Strokes ; You Only Live Once;181.362
2022;1;15;Katy Perry ; I Kissed a Girl;179.64
2022;1;15;Kult ; Gdy Nie Ma Dzieci;177.293
2022;1;15;Arctic Monkeys ; Mardy Bum;175.44
2022;1;15;Arctic Monkeys ; Balaclava;171.227
2022;1;15;Mata ; Kiss Cam (Podryw Roku);170.508
2022;1;15;Wallows ; Scrawny;166.52
2022;1;15;Arctic Monkeys ; Teddy Picker;165.147
2022;1;15;Sam Fender ; Will We Talk?;162.6
2022;1;15;Happysad ; Hymn 78;151.333
2022;1;15;Arctic Monkeys ; Red Light Indicates Doors Are Secured;143.627
2022;1;15;Young Leosia ; Szklanki;140.789
2022;1;15;Arctic Monkeys ; D Is for Dangerous;138.107
2022;1;15;Ralph Kaminski ; Wszystkiego najlepszego;123.531
2022;1;15;Andrew Garfield, Robin de Jesus, Alexandra Shipp, Joshua Henry & Vanessa Hudgens ; Boho Days;88.282
2022;1;15;Tom Odell ; Hold Me;80.655
2022;1;15;Arctic Monkeys ; Why'd You Only Call Me When You're High?;64.543
2022;1;15;The Killers ; Midnight Show;49.222
2022;1;15;Arctic Monkeys ; Perhaps Vampires Is a Bit Strong But…;47.206
2022;1;15;Katy Perry ; Teenage Dream;44.457
2022;1;15;Wilki ; Bohema;0
2022;1;15;Arctic Monkeys ; Cornerstone;0
2022;1;15;Tom Odell ; Sparrow;0
2022;1;15;Olivia Rodrigo ; drivers license;0
2022;1;15;OneRepublic ; Counting Stars;0
2022;1;15;Kamil Bednarek ; Chwile jak Te;0
2022;1;15;Kings of Leon ; Sex On Fire;0
2022;1;15;The Neighbourhood ; Sweater Weather;0
2022;1;15;Guns N' Roses ; Welcome to the Jungle;0
2022;1;15;The Last Shadow Puppets ; Miracle Aligner;0
2022;1;15;Lady Pank ; Zawsze tam gdzie Ty;0
2022;1;15;Arctic Monkeys ; She Looks Like Fun;0
2022;1;15;Wallows ; I'm Full;0
2022;1;15;Olivia Rodrigo ; good 4 u;0
2022;1;15;Hey ; Teksanski;0
2022;1;15;The Last Shadow Puppets ; The Age of the Understatement;0
2022;1;16;David Bowie ; Cygnet Committee (2019 Mix);3466.824
2022;1;16;David Bowie ; Unwashed and Somewhat Slightly Dazed (2019 Mix);2275.2
2022;1;16;David Bowie ; Space Oddity (2019 Mix);2246.608
2022;1;16;David Bowie ; Memory of a Free Festival (2019 Mix);2203.865
2022;1;16;David Bowie ; Wild Eyed Boy from Freecloud (2019 Mix);1743.234
2022;1;16;David Bowie ; Janine (2019 Mix);1206.33
2022;1;16;David Bowie ; God Knows I'm Good (2019 Mix);1183.326
2022;1;16;Mitski ; Heat Lightning;1102.41
2022;1;16;David Bowie ; An Occasional Dream (2019 Mix);1056.786
2022;1;16;David Bowie ; Conversation Piece (2019 Mix);956.18
2022;1;16;David Bowie ; Letter to Hermione (2019 Mix);922.32
2022;1;16;Radiohead ; How to Disappear Completely;712.666
2022;1;16;Thom Yorke ; Hearing Damage;606.72
2022;1;16;Sufjan Stevens ; Fourth of July;558.632
2022;1;16;David Bowie ; Five Years (2012 Remaster);541.104
2022;1;16;AURORA ; Wisdom Cries;494.214
2022;1;16;Mitski ; Last Words of a Shooting Star;492.681
2022;1;16;Inhaler ; It Won't Always Be Like This;489.814
2022;1;16;AURORA ; Running With the Wolves (Pablo Nouvelle Remix);460.534
2022;1;16;AURORA ; Murder Song (5, 4, 3, 2, 1) [Acoustic];437.334
2022;1;16;David Bowie ; Beauty and the Beast;433.314
2022;1;16;AURORA ; Home;425.546
2022;1;16;Lana Del Rey ; The Blackest Day;365.76
2022;1;16;AURORA ; Nature Boy (Acoustic);359.92
2022;1;16;Lana Del Rey ; Black Bathing Suit;318.04
2022;1;16;Mitski ; Working for the Knife;317.236
2022;1;16;Lana Del Rey ; Terrence Loves You;290.636
2022;1;16;Radiohead ; Climbing Up the Walls (Remastered);285.133
2022;1;16;Ralph Kaminski ; Zielony samochód;283.297
2022;1;16;Radiohead ; Exit Music (For a Film);267.187
2022;1;16;Radiohead ; Karma Police (Remastered);261.427
2022;1;16;Lana Del Rey ; Bel Air;237.64
2022;1;16;Lana Del Rey ; Pretty When You Cry;234.147
2022;1;16;Radiohead ; Electioneering (Remastered);230.573
2022;1;16;Mitski ; Love Me More;212.661
2022;1;16;Mitski ; The Only Heartbreaker;184.549
2022;1;16;Mitski ; I Bet on Losing Dogs;170.24
2022;1;16;Mitski ; Me and My Husband;137.142
2022;1;16;Lana Del Rey ; Is This Happiness;0
2022;1;17;Mitski ; Love Me More;1624.236
2022;1;17;Sufjan Stevens ; Fourth of July;664.672
2022;1;17;Radiohead ; How to Disappear Completely;646.07
2022;1;17;Mitski ; Heat Lightning;609.275
2022;1;17;David Bowie ; Space Oddity (2019 Mix);320.944
2022;1;17;Thom Yorke ; Hearing Damage;303.36
2022;1;17;AURORA ; Wisdom Cries;297.763
2022;1;17;David Bowie ; Wild Eyed Boy from Freecloud (2019 Mix);290.539
2022;1;17;Radiohead ; Climbing Up the Walls (Remastered);285.133
2022;1;17;David Bowie ; Five Years (2012 Remaster);283.747
2022;1;17;Radiohead ; Exit Music (For a Film);267.187
2022;1;17;Radiohead ; Karma Police (Remastered);261.427
2022;1;17;Inhaler ; It Won't Always Be Like This;244.907
2022;1;17;Ralph Kaminski ;2009;244.383
2022;1;17;Hoszpital ; Biegnę;240.611
2022;1;17;Radiohead ; Creep;238.64
2022;1;17;Kishi Bashi ; I Am the Antichrist to You;236.246
2022;1;17;Mitski ; Last Words of a Shooting Star;233.388
2022;1;17;Lana Del Rey ; Terrence Loves You;231.609
2022;1;17;Radiohead ; Electioneering (Remastered);230.573
2022;1;17;AURORA ; Running With the Wolves (Pablo Nouvelle Remix);230.267
2022;1;17;Radiohead ; No Surprises;229.12
2022;1;17;AURORA ; Murder Song (5, 4, 3, 2, 1) [Acoustic];218.667
2022;1;17;David Bowie ; Beauty and the Beast;216.657
2022;1;17;AURORA ; Home;212.773
2022;1;17;David Bowie ; God Knows I'm Good (2019 Mix);197.221
2022;1;17;AURORA ; Nature Boy (Acoustic);179.96
2022;1;17;Bo Burnham ; Look Who’s Inside Again;131.951
2022;1;17;Bo Burnham ; Words, Words, Words (Studio);79.323
2022;1;17;Bo Burnham ; Goodbye;40.141
2022;1;17;Bo Burnham ; FaceTime with my Mom (Tonight);0
2022;1;17;Bo Burnham ; Unpaid Intern;0
2022;1;17;Bo Burnham ; How the World Works;0
2022;1;17;Bo Burnham ; Don't Wanna Know;0
2022;1;17;Bo Burnham ; Sexting;0
2022;1;17;Bo Burnham ; That Funny Feeling;0
2022;1;17;Ralph Kaminski ; Autobusy;0
2022;1;17;Bo Burnham ;30;0
2022;1;17;Bo Burnham ; Bezos II;0
2022;1;17;Bo Burnham ; From God's Perspective;0
2022;1;17;Bo Burnham ; Any Day Now;0
2022;1;17;Bo Burnham ; Problematic;0
2022;1;17;Bo Burnham ; White Woman’s Instagram;0
2022;1;17;Bo Burnham ; All Eyes On Me (Song Only);0
2022;1;17;Bo Burnham ; All Time Low;0
2022;1;18;Lana Del Rey ; The Blackest Day;731.52
2022;1;18;Sufjan Stevens ; Fourth of July;558.632
2022;1;18;AURORA ; Wisdom Cries;494.214
2022;1;18;AURORA ; Running With the Wolves (Pablo Nouvelle Remix);460.534
2022;1;18;Lana Del Rey ; Black Bathing Suit;362.274
2022;1;18;Radiohead ; How to Disappear Completely;356.333
2022;1;18;Lana Del Rey ; Terrence Loves You;349.663
2022;1;18;David Bowie ; Space Oddity (2019 Mix);320.944
2022;1;18;Thom Yorke ; Hearing Damage;303.36
2022;1;18;David Bowie ; Wild Eyed Boy from Freecloud (2019 Mix);290.539
2022;1;18;Radiohead ; Climbing Up the Walls (Remastered);285.133
2022;1;18;David Bowie ; Five Years (2012 Remaster);283.747
2022;1;18;Radiohead ; Exit Music (For a Film);267.187
2022;1;18;Radiohead ; Karma Police (Remastered);261.427
2022;1;18;AURORA ; Home;260.297
2022;1;18;Inhaler ; It Won't Always Be Like This;244.907
2022;1;18;Lana Del Rey ; Pretty When You Cry;234.147
2022;1;18;Radiohead ; Electioneering (Remastered);230.573
2022;1;18;AURORA ; Murder Song (5, 4, 3, 2, 1) [Acoustic];218.667
2022;1;18;David Bowie ; Beauty and the Beast;216.657
2022;1;18;Labrinth ; Forever;202.536
2022;1;18;David Bowie ; God Knows I'm Good (2019 Mix);197.221
2022;1;18;Labrinth ; We All Knew;181.163
2022;1;18;AURORA ; Nature Boy (Acoustic);179.96
2022;1;18;Labrinth ; Nate Growing Up;153.89
2022;1;18;Labrinth ; Planning Date;101.901
2022;1;18;Labrinth ; Formula;91.87
2022;1;18;Labrinth ; Shy Guy;85.76
2022;1;18;Labrinth ; New Girl;62.775
2022;1;18;Labrinth ; Following Tyler;51.021
2022;1;18;Labrinth ; Say Goodnight;43.477
2022;1;18;Labrinth ; Home from Rehab;43.421
2022;1;19;David Bowie ; Space Oddity (2019 Mix);641.888
2022;1;19;Thom Yorke ; Hearing Damage;606.72
2022;1;19;Glass Animals ; Heat Waves;535.399
2022;1;19;AURORA ; Runaway;497.654
2022;1;19;AURORA ; Wisdom Cries;494.214
2022;1;19;AURORA ; Running With the Wolves (Pablo Nouvelle Remix);460.534
2022;1;19;AURORA ; Murder Song (5, 4, 3, 2, 1) [Acoustic];437.334
2022;1;19;AURORA ; Home;425.546
2022;1;19;AURORA ; Conqueror;415.014
2022;1;19;AURORA ; Lucky;414.983
2022;1;19;AURORA ; Running With the Wolves;389.52
2022;1;19;David Bowie ; Unwashed and Somewhat Slightly Dazed (2019 Mix);379.2
2022;1;19;Lana Del Rey ; The Blackest Day;365.76
2022;1;19;AURORA ; Nature Boy (Acoustic);359.92
2022;1;19;Radiohead ; How to Disappear Completely;356.333
2022;1;19;Dream ; Mask;349.872
2022;1;19;Lana Del Rey ; Black Bathing Suit;318.187
2022;1;19;Sharon Van Etten ; Jupiter 4;314.08
2022;1;19;Lana Del Rey ; Terrence Loves You;290.636
2022;1;19;David Bowie ; Wild Eyed Boy from Freecloud (2019 Mix);290.539
2022;1;19;Radiohead ; Climbing Up the Walls (Remastered);285.133
2022;1;19;David Bowie ; Five Years (2012 Remaster);283.747
2022;1;19;AURORA ; Black Water Lilies;282.84
2022;1;19;Sufjan Stevens ; Fourth of July;279.316
2022;1;19;AURORA ; Through the Eyes of a Child;274.413
2022;1;19;Cemeteries ; I Will Run from You;269.052
2022;1;19;Radiohead ; Exit Music (For a Film);267.187
2022;1;19;AURORA ; Under the Water;264.6
2022;1;19;Radiohead ; Karma Police (Remastered);261.427
2022;1;19;Inhaler ; It Won't Always Be Like This;244.907
2022;1;19;AURORA ; Winter Bird;244.147
2022;1;19;Radiohead ; Electioneering (Remastered);230.573
2022;1;19;AURORA ; Warrior;223.04
2022;1;19;David Bowie ; Beauty and the Beast;216.657
2022;1;19;AURORA ; I Went Too Far;207.853
2022;1;19;AURORA ; Half the World Away;198.133
2022;1;19;David Bowie ; God Knows I'm Good (2019 Mix);197.221
2022;1;19;junodream ; To the Moon;170.021
2022;1;19;The Black Ghosts ; Full Moon;117.606
2022;1;19;AURORA ; Murder Song (5, 4, 3, 2, 1);61.275
2022;1;19;David Bowie ; Letter to Hermione (2019 Mix);56.838
2022;1;19;Lana Del Rey ; Pretty When You Cry;0
2022;1;20;Eminem ; Stan (feat. Dido);1577.705
2022;1;20;Sufjan Stevens ; Fourth of July;558.632
2022;1;20;Glass Animals ; Heat Waves;477.61
2022;1;20;Lana Del Rey ; How to disappear;456.142
2022;1;20;Radiohead ; How to Disappear Completely;356.333
2022;1;20;David Bowie ; Space Oddity (2019 Mix);320.944
2022;1;20;Thom Yorke ; Hearing Damage;303.36
2022;1;20;AURORA ; Wisdom Cries;298.789
2022;1;20;David Bowie ; Wild Eyed Boy from Freecloud (2019 Mix);290.539
2022;1;20;Radiohead ; Karma Police (Remastered);261.427
2022;1;20;Lana Del Rey ; Mariners Apartment Complex;247.15
2022;1;20;Inhaler ; It Won't Always Be Like This;244.907
2022;1;20;AURORA ; Running With the Wolves (Pablo Nouvelle Remix);230.267
2022;1;20;Lana Del Rey ; Love song;229.326
2022;1;20;AURORA ; Murder Song (5, 4, 3, 2, 1) [Acoustic];218.667
2022;1;20;AURORA ; Home;212.773
2022;1;20;Radiohead ; Exit Music (For a Film);205.481
2022;1;20;David Bowie ; God Knows I'm Good (2019 Mix);197.221
2022;1;20;AURORA ; Nature Boy (Acoustic);179.96
2022;1;20;David Bowie ; Beauty and the Beast;114.594
2022;1;20;David Bowie ; Five Years (2012 Remaster);0
2022;1;21;Glass Animals ; Heat Waves;4930.629
2022;1;21;Lana Del Rey ; Watercolor Eyes (From “Euphoria” An Original HBO Series);3121.468
2022;1;21;Lana Del Rey ; White Dress;1393.121
2022;1;21;Eminem ; Stan (feat. Dido);1213.281
2022;1;21;Mitski ; Love Me More;425.322
2022;1;21;Mitski ; Heat Lightning;343.862
2022;1;21;Lana Del Rey ; Black Bathing Suit;318.04
2022;1;21;Pink Floyd ; Time (Live);316.507
2022;1;21;Dream & Alec Benjamin ; Change My Clothes;266.344
2022;1;21;Radiohead ; Karma Police (Remastered);261.427
2022;1;21;Sufjan Stevens ; Mystery of Love;248.965
2022;1;21;AURORA ; Winter Bird;244.147
2022;1;21;Sufjan Stevens ; Fourth of July;241.558
2022;1;21;Hoszpital ; Abcdf;235.555
2022;1;21;Mitski ; Carry Me Out;233.493
2022;1;21;Radiohead ; Electioneering (Remastered);230.573
2022;1;21;AURORA ; Home;212.773
2022;1;21;Melanie Martinez ; Training Wheels;205.677
2022;1;21;Alexandra Savior ; M.T.M.E.;202.907
2022;1;21;AURORA ; Running With the Wolves;194.76
2022;1;21;AURORA ; Nature Boy (Acoustic);179.96
2022;1;21;Alexandra Savior ; Mystery Girl;169.764
2022;1;21;Labrinth ; Still Don't Know My Name;153.294
2022;1;21;Melanie Martinez ; Teddy Bear;103.914
2022;1;21;Labrinth ; New Girl;62.775
2022;1;21;Lana Del Rey ; Terrence Loves You;62.31
2022;1;21;Melanie Martinez ; The Principal;54.321
2022;1;21;Marina and The Diamonds ; How to Be a Heartbreaker;0
2022;1;21;Arctic Monkeys ; I Want It All;0
2022;1;21;Dream ; Mask;0
2022;1;21;Dream & PmBata ; Roadtrip;0
2022;1;21;Billie Eilish ; Happier Than Ever;0
2022;1;22;Lana Del Rey ; Watercolor Eyes (From “Euphoria” An Original HBO Series);4492.102
2022;1;22;Lana Del Rey ; White Dress;2002.26
2022;1;22;Lana Del Rey ; Wild at Heart;1479.66
2022;1;22;AURORA ; Running With the Wolves (Pablo Nouvelle Remix);1462.999
2022;1;22;Mitski ; Heat Lightning;1203.517
2022;1;22;Mitski ; Love Me More;850.644
2022;1;22;Mitski ; The Only Heartbreaker;738.196
2022;1;22;Mitski ; Working for the Knife;634.472
2022;1;22;Mitski ; Last Words of a Shooting Star;492.681
2022;1;22;Mitski ; Crack Baby;292.032
2022;1;22;AURORA ; Lucky;252.084
2022;1;22;AURORA ; Runaway;248.827
2022;1;22;AURORA ; Wisdom Cries;247.107
2022;1;22;Mitski ; Two Slow Dancers;239.304
2022;1;22;Mitski ; Happy;220.25
2022;1;22;Mitski ; Your Best American Girl;212.184
2022;1;22;AURORA ; Running With the Wolves;194.76
2022;1;22;Mitski ; Nobody;193.429
2022;1;22;Mitski ; Thursday Girl;188.306
2022;1;22;Mitski ; Once More to See You;180.999
2022;1;22;Mitski ; I Bet on Losing Dogs;170.24
2022;1;22;Mitski ; Fireworks;157.983
2022;1;22;Mitski ; A Pearl;156.146
2022;1;22;Mitski ; Dan the Dancer;145.504
2022;1;22;Mitski ; Geyser;143.571
2022;1;22;Mitski ; Why Didn't You Stop Me?;141.978
2022;1;22;Mitski ; Me and My Husband;137.142
2022;1;22;Mitski ; Pink in the Night;136.668
2022;1;22;Mitski ; Remember My Name;135.314
2022;1;22;Mitski ; Washing Machine Heart;128.199
2022;1;22;Mitski ; A Horse Named Cold Air;123.16
2022;1;22;Mitski ; My Body's Made of Crushed Little Stars;116.743
2022;1;22;Mitski ; Old Friend;112.91
2022;1;22;Mitski ; Lonesome Love;110.919
2022;1;22;Mitski ; A Burning Hill;109.628
2022;1;22;Mitski ; Blue Light;103.561
2022;1;22;Mitski ; Come into the Water;92.385
2022;1;22;Mitski ; A Loving Feeling;92.09
2022;1;22;AURORA ; Conqueror;53.022
2022;1;22;Billie Eilish ; bad guy;0
2022;1;22;David Bowie ; Beauty and the Beast;0
2022;1;23;Lana Del Rey ; Terrence Loves You;3778.268
2022;1;23;Mitski ; Heat Lightning;1933.755
2022;1;23;Bo Burnham ; Art Is Dead;1220.98
2022;1;23;Lana Del Rey ; Watercolor Eyes (From “Euphoria” An Original HBO Series);771.733
2022;1;23;AURORA ; Wisdom Cries;607.925
2022;1;23;Thom Yorke ; Hearing Damage;606.72
2022;1;23;Radiohead ; Climbing Up the Walls (Remastered);570.266
2022;1;23;Sufjan Stevens ; Fourth of July;558.632
2022;1;23;Radiohead ; Exit Music (For a Film);534.374
2022;1;23;Radiohead ; Karma Police (Remastered);522.854
2022;1;23;Radiohead ; Electioneering (Remastered);461.146
2022;1;23;AURORA ; Running With the Wolves (Pablo Nouvelle Remix);460.534
2022;1;23;AURORA ; Murder Song (5, 4, 3, 2, 1) [Acoustic];437.334
2022;1;23;AURORA ; Home;425.546
2022;1;23;Lana Del Rey ; The Blackest Day;365.76
2022;1;23;AURORA ; Nature Boy (Acoustic);359.92
2022;1;23;Radiohead ; How to Disappear Completely;356.333
2022;1;23;Sufjan Stevens ; Chicago;340.411
2022;1;23;David Bowie ; Space Oddity (2019 Mix);320.944
2022;1;23;Bo Burnham ; Comedy;319.714
2022;1;23;Lana Del Rey ; Black Bathing Suit;318.04
2022;1;23;Bo Burnham ; All Eyes On Me;302.951
2022;1;23;Bo Burnham ; That Funny Feeling;301.111
2022;1;23;Billie Eilish ; Happier Than Ever;298.899
2022;1;23;David Bowie ; Wild Eyed Boy from Freecloud (2019 Mix);290.539
2022;1;23;AURORA ; Black Water Lilies;282.84
2022;1;23;Bo Burnham ; Welcome to The Internet;275.999
2022;1;23;AURORA ; Through the Eyes of a Child;274.413
2022;1;23;Cemeteries ; I Will Run from You;269.052
2022;1;23;AURORA ; Under the Water;264.6
2022;1;23;AURORA ; Lucky;253.453
2022;1;23;Bo Burnham ; Goodbye;249.428
2022;1;23;AURORA ; Runaway;248.827
2022;1;23;Inhaler ; It Won't Always Be Like This;244.907
2022;1;23;AURORA ; Winter Bird;244.147
2022;1;23;Lana Del Rey ; Pretty When You Cry;234.147
2022;1;23;Plain White T's ; Hey There Delilah;232.293
2022;1;23;AURORA ; Warrior;223.04
2022;1;23;Declan McKenna ; Why Do You Feel So Down;220.701
2022;1;23;Poppy ; All The Things She Said;220.382
2022;1;23;AURORA ; I Went Too Far;207.853
2022;1;23;AURORA ; Conqueror;207.507
2022;1;23;AURORA ; Murder Song (5, 4, 3, 2, 1);200.387
2022;1;23;Arctic Monkeys ; No Buses;199.32
2022;1;23;AURORA ; Half the World Away;198.133
2022;1;23;David Bowie ; God Knows I'm Good (2019 Mix);197.221
2022;1;23;Sharon Van Etten ; Jupiter 4;195.714
2022;1;23;AURORA ; Running With the Wolves;194.76
2022;1;23;Bo Burnham ; Problematic;193.286
2022;1;23;Princess Chelsea ; Cigarette Duet;188.224
2022;1;23;junodream ; To the Moon;170.021
2022;1;23;Bo Burnham ;30;154.726
2022;1;23;Noah Cyrus & Leon Bridges ; July;152.28
2022;1;23;Mitski ; Why Didn't You Stop Me?;141.978
2022;1;23;100 gecs ; stupid horse;121.682
2022;1;23;100 gecs ; money machine;114.46
2022;1;23;Bo Burnham ; Content;96.416
2022;1;23;Bo Burnham ; Look Who’s Inside Again;83.422
2022;1;23;Bo Burnham ; Shit;78.426
2022;1;23;Octopus Montage ; What's New, Scooby-Doo?;68.153
2022;1;23;Bo Burnham ; Don't Wanna Know;63.425
2022;1;23;Bo Burnham ; Bezos I;58.149
2022;1;23;Bo Burnham ; Any Day Now;57.963
2022;1;23;Bo Burnham ; All Time Low;54.542
2022;1;23;Bo Burnham ; FaceTime with my Mom (Tonight);53.266
2022;1;23;Bo Burnham ; Bezos II;45.836
2022;1;23;Marvin Gaye ; When Did You Stop Loving Me, When Did I Stop Loving You;34.796
2022;1;23;Marina and The Diamonds ; Oh No!;0
2022;1;23;David Bowie ; Five Years (2012 Remaster);0
2022;1;23;Bo Burnham ; Sexting;0
2022;1;23;WILLOW ; PrettyGirlz;0
2022;1;23;Bo Burnham ; How the World Works;0
2022;1;23;David Bowie ; Beauty and the Beast;0
2022;1;23;Janelle Monáe ; Look Into My Eyes;0
2022;1;23;Bo Burnham ; Unpaid Intern;0
2022;1;23;Bo Burnham ; White Woman’s Instagram;0
2022;1;24;AURORA ; Warrior;884.074
2022;1;24;Lana Del Rey ; Venice Bitch;577.199
2022;1;24;Lana Del Rey ; Watercolor Eyes (From “Euphoria” An Original HBO Series);423.226
2022;1;24;Lana Del Rey ; The Next Best American Record;349.347
2022;1;24;Lana Del Rey ; Cinnamon Girl;309.462
2022;1;24;Lana Del Rey ; California;305.9
2022;1;24;Lana Del Rey ; The greatest;300.361
2022;1;24;AURORA ; Black Water Lilies;282.84
2022;1;24;AURORA ; Through the Eyes of a Child;274.413
2022;1;24;Lana Del Rey ; Happiness is a butterfly;272.485
2022;1;24;AURORA ; Under the Water;264.6
2022;1;24;Lana Del Rey ; Bartender;263.441
2022;1;24;Bo Burnham ; Sad;263.099
2022;1;24;AURORA ; Lucky;253.453
2022;1;24;Lana Del Rey ; Norman fucking Rockwell;248.935
2022;1;24;AURORA ; Runaway;248.827
2022;1;24;Lana Del Rey ; Mariners Apartment Complex;247.15
2022;1;24;AURORA ; Winter Bird;244.147
2022;1;24;Lana Del Rey ; Love song;229.326
2022;1;24;Lana Del Rey ; How to disappear;228.071
2022;1;24;AURORA ; Murder Song (5, 4, 3, 2, 1) [Acoustic];218.667
2022;1;24;Lana Del Rey ; Fuck it I love you;218.288
2022;1;24;AURORA ; Home;212.773
2022;1;24;AURORA ; I Went Too Far;207.853
2022;1;24;AURORA ; Conqueror;207.507
2022;1;24;Lana Del Rey ; Doin' Time;202.193
2022;1;24;AURORA ; Murder Song (5, 4, 3, 2, 1);200.387
2022;1;24;AURORA ; Half the World Away;198.133
2022;1;24;AURORA ; Running With the Wolves;194.76
2022;1;24;AURORA ; Nature Boy (Acoustic);154.031
2022;1;24;Bo Burnham ; Art Is Dead;152.893
2022;1;24;Lana Del Rey ; hope is a dangerous thing for a woman like me to have - but I have it;103.503
2022;1;25;AURORA ; Warrior;8160.555
2022;1;25;AURORA ; Through the Eyes of a Child;274.413
2022;1;25;Bo Burnham ; Sad;263.099
2022;1;25;AURORA ; Lucky;253.453
2022;1;25;AURORA ; Runaway;248.827
2022;1;25;AURORA ; Winter Bird;244.147
2022;1;25;AURORA ; Home;212.773
2022;1;25;AURORA ; Under the Water;211.331
2022;1;25;AURORA ; I Went Too Far;207.853
2022;1;25;AURORA ; Murder Song (5, 4, 3, 2, 1);200.387
2022;1;25;AURORA ; Running With the Wolves;194.76
2022;1;25;Bo Burnham ; Art Is Dead;152.893
2022;1;25;AURORA ; Wisdom Cries;0
2022;1;25;AURORA ; Conqueror;0
2022;1;25;AURORA ; Nature Boy (Acoustic);0
2022;1;26;AURORA ; Warrior;2411.704
2022;1;26;AURORA ; Murder Song (5, 4, 3, 2, 1);1777.178
2022;1;26;AURORA ; Runaway;995.308
2022;1;26;AURORA ; Black Water Lilies;944.079
2022;1;26;AURORA ; Home;844.773
2022;1;26;AURORA ; Through the Eyes of a Child;823.239
2022;1;26;AURORA ; Lucky;760.359
2022;1;26;AURORA ; Winter Bird;732.441
2022;1;26;AURORA ; I Went Too Far;623.559
2022;1;26;AURORA ; Running With the Wolves;584.28
2022;1;26;AURORA ; Half the World Away;535.993
2022;1;26;AURORA ; Under the Water;529.2
2022;1;26;AURORA ; Wisdom Cries;494.214
2022;1;26;AURORA ; Running With the Wolves (Pablo Nouvelle Remix);460.534
2022;1;26;AURORA ; Conqueror;460.097
2022;1;26;AURORA ; Murder Song (5, 4, 3, 2, 1) [Acoustic];437.334
2022;1;26;AURORA ; Nature Boy (Acoustic);359.92
2022;1;27;AURORA ; Warrior;5129.92
2022;1;27;AURORA ; Murder Song (5, 4, 3, 2, 1);2456.123
2022;1;27;AURORA ; Black Water Lilies;1131.36
2022;1;27;AURORA ; Through the Eyes of a Child;1097.652
2022;1;27;AURORA ; Under the Water;1058.4
2022;1;27;AURORA ; Lucky;1013.812
2022;1;27;AURORA ; Home;1004.864
2022;1;27;AURORA ; Runaway;995.308
2022;1;27;AURORA ; Winter Bird;976.588
2022;1;27;AURORA ; Murder Song (5, 4, 3, 2, 1) [Acoustic];874.668
2022;1;27;AURORA ; I Went Too Far;831.412
2022;1;27;AURORA ; Conqueror;830.028
2022;1;27;AURORA ; Half the World Away;792.532
2022;1;27;AURORA ; Running With the Wolves;779.04
2022;1;27;AURORA ; Wisdom Cries;741.321
2022;1;27;AURORA ; Running With the Wolves (Pablo Nouvelle Remix);690.801
2022;1;27;AURORA ; Nature Boy (Acoustic);575.097
2022;1;27;Lana Del Rey ; Watercolor Eyes (From “Euphoria” An Original HBO Series);288.869
2022;1;28;AURORA ; Warrior;1338.24
2022;1;28;AURORA ; Murder Song (5, 4, 3, 2, 1);1202.322
2022;1;28;AURORA ; Under the Water;1071.203
2022;1;28;AURORA ; Home;953.65
2022;1;28;AURORA ; Runaway;880.809
2022;1;28;AURORA ; Black Water Lilies;848.52
2022;1;28;AURORA ; Lucky;760.359
2022;1;28;AURORA ; Wisdom Cries;741.321
2022;1;28;AURORA ; Running With the Wolves (Pablo Nouvelle Remix);690.801
2022;1;28;AURORA ; Murder Song (5, 4, 3, 2, 1) [Acoustic];656.001
2022;1;28;AURORA ; Conqueror;622.936
2022;1;28;AURORA ; Half the World Away;594.399
2022;1;28;AURORA ; Running With the Wolves;584.28
2022;1;28;AURORA ; Through the Eyes of a Child;548.826
2022;1;28;AURORA ; Nature Boy (Acoustic);539.88
2022;1;28;AURORA ; Winter Bird;488.294
2022;1;28;AURORA ; I Went Too Far;415.706
2022;1;28;Nine Tailed Sonic ; Misery CPR;53.071
2022;1;28;cupcakKe ; CPR;0
2022;1;28;Summer Walker ; CPR;0
2022;1;29;Glass Animals ; Heat Waves;1337.443
2022;1;29;AURORA ; Warrior;1115.2
2022;1;29;Arctic Monkeys ; A Certain Romance;331.2
2022;1;29;AURORA ; Under the Water;235.465
2022;1;29;Arctic Monkeys ; All My Own Stunts;232.28
2022;1;29;Arctic Monkeys ; Anyways;221.23
2022;1;29;AURORA ; Home;212.773
2022;1;29;Arctic Monkeys ; Arabella;207.357
2022;1;29;AURORA ; Murder Song (5, 4, 3, 2, 1);200.387
